event_name,supplier_id,supplier_name,score,confidence_score,match_sentence,mentioned_org,mentioned_other_org,index_events,properties_other_mentioned_org,uuid_org
Bankruptcy,313,CDN-FACEBOOK INC,50,50.33565891,['Fla. authorities find Publix shooter posted about killing people on Facebook  declared  bankruptcy'],['Publix'],['Publix'],61,Publix,df662812-7f97-0b43-9d3e-12f64f504fbb
Bankruptcy,511,"Facebook, Inc.",50,50.33565891,['Fla. authorities find Publix shooter posted about killing people on Facebook  declared  bankruptcy'],['Publix'],['Publix'],62,Publix,df662812-7f97-0b43-9d3e-12f64f504fbb
Bankruptcy,97,Neiman Marcus,100,78.70431867,"['Iconic brands such as Lord & Taylor and Neiman Marcus have declared  bankruptcy', 'Iconic brands such as Lord & Taylor and Neiman Marcus have declared  bankruptcy']","['Lord Taylor', 'Neiman Marcus']",['Lord Taylor'],63,Lord Taylor,47e1fff1-b9da-5901-dea2-124087ef1ba3
Bankruptcy,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),50,78.46940001,['Crew and Lord & Taylor which filed for bankruptcy protection earlier this year'],"['Lord Taylor', 'Crew']","['Lord Taylor', 'Crew']",64,"Lord Taylor,Crew",abebf617-5d62-64f0-481c-803909366a00
Layoff,913,Sprint,40,79.25764911,"['T-Mobile Which Said Sprint Merger Would Create Jobs Already Laying Off Sprint Employees', 'The newly minted T-Mobile company formed after a merger with Sprint has laid off hundreds of Sprint employees in a bid to streamline operations', '100’s of employees from Sprint ’s end will be laid off and are encouraged to re-apply for jobs within T-Mobile']","['TMobile', 'Sprint']",['TMobile'],65,TMobile,62a144d3-60f1-4319-ea18-9149ee215ef1
Layoff,1053,YELP INC,40,84.33430651,"['In early April Yelp  laid off  1000 employees and furloughed a further 1,100 employees as shelter-in-place orders led to a significant drop in customer traffic to the site', 'In early April Yelp  laid off  1000 employees and furloughed a further 1,100 employees as shelter-in-place orders led to a significant drop in customer traffic to the site']",['Yelp'],['Yelp'],66,Yelp,359a4a11-5201-3d7d-f7e1-3ac745fbf265
Bankruptcy,868,S&P Global Market Intelligence,50,61.46534096,"['According to new research from S&P Global Market Intelligence 442 U.S. companies have filed for bankruptcy this year (as of Aug. 9 )', 'According to new research from S&P Global Market Intelligence 442 U.S. companies have filed for bankruptcy this year (as of Aug. 9 )', 'According to S&P Global Market Intelligence 424 companies had filed for bankruptcy as of Aug. 9', 'According to recent research from S&P Global Market Intelligence 442 American companies have filed for bankruptcy as of Aug. 9']",['SP Global Market Intelligence'],[],67,,901291e1-d93a-7b30-c121-9accc3dc7b34
Bankruptcy,195,Ascena Retail Group,50,75.87561019,"['And big chains including J.C. Penney Co. and Ascena Retail Group Inc. the owner of Ann Taylor have filed for bankruptcy leaving more and more empty space in already struggling malls', 'And big chains including J.C. Penney and Ascena Retail Group the owner of Ann Taylor have filed for bankruptcy leaving more and more empty space in already struggling malls']","['Ann Taylor', 'JC Penney', 'Ascena Retail Group', 'Ascena Retail Group Inc', 'JC Penney Co']","['Ann Taylor', 'JC Penney', 'JC Penney Co']",68,"Ann Taylor,JC Penney,JC Penney Co",d6232010-dad0-e9dc-2262-b38d7a29d811
Layoff,44,Wells Fargo,40,76.38980507,"['""Weakness in financial stocks with the bank sub-index down 2.5% comes ahead of next week \'s Q2 reporting season that sees JP Morgan Citigroup and Wells Fargo all report next Tuesday and following news that Wells Fargo is planning to cut \' thousands\' of jobs starting later this year "" said Ray Attrill head of FX strategy at National Australia Bank', '• Execs at Wells Fargo are drafting plans that could cut  tens of thousands of jobs across the bank starting this year according to a Bloomberg News report on Thursday', '“Weakness in financial stocks with the bank sub-index down 2.5% comes ahead of next week ’s Q2 reporting season that sees JP Morgan Citigroup and Wells Fargo all report next Tuesday and following news that Wells Fargo is planning to cut ‘ thousands’ of jobs starting later this year ” said Ray Attrill head of FX strategy at National Australia Bank', ' Wells Fargo preparing to cut  thousands of jobs Bloomberg Law', '""Weakness in financial stocks with the bank sub-index down 2.5% comes ahead of next week \'s Q2 reporting season that sees JP Morgan Citigroup and Wells Fargo all report next Tuesday and following news that Wells Fargo is planning to cut \' thousands\' of jobs starting later this year "" said Ray Attrill head of FX strategy at National Australia Bank', 'Large companies have also announced plans to reduce their workforce with firms such as Wells Fargo & Co. and United Airlines Holdings Inc. preparing to cut  thousands of jobs', ' Wells Fargo is preparing to cut  thousands of jobs beginning this year according to a new report', 'Large companies have also announced plans to reduce their workforce with firms such as Wells Fargo & Co. and United Airlines Holdings Inc. preparing to cut  thousands of jobs']","['National Australia Bank', 'Wells Fargo Co', 'JP Morgan Citigroup', 'United Airlines Holdings Inc', 'Wells Fargo']","['National Australia Bank', 'JP Morgan Citigroup', 'United Airlines Holdings Inc']",69,"National Australia Bank,JP Morgan Citigroup,United Airlines Holdings Inc",3e683191-c38b-5166-9ae3-8bfc3b975859
Bankruptcy,97,Neiman Marcus,50,73.49853431,"['Struggling with mounting debt and prolonged closures a number of nationwide chains — including boldface names like JCPenney and Neiman Marcus — filed for bankruptcy protection last year in hopes of salvaging their businesses', 'Struggling with mounting debt and prolonged closures a number of nationwide chains — including boldface names like JCPenney and Neiman Marcus — filed for bankruptcy protection last year in hopes of salvaging their businesses']","['Neiman Marcus', 'JCPenney']",['JCPenney'],70,JCPenney,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,1783,Rackspace - BlueTarp,40,91.53174959,[' Rackspace  laying off 10 percent of US workforce'],[],[],71,,545431fb-8c10-7fdd-e6be-2efd4048c558
Layoff,1452,"Uber Technologies, Inc.",40,84.47741937,"[' Uber  Cuts  2,500 Planned Jobs in Deep Ellum Site Pulls Out of Government Incentives']",['Uber'],['Uber'],72,Uber,5e2a0e51-feb9-405b-ae77-e214b18b19b4
Bankruptcy,97,Neiman Marcus,50,68.28428676,"['Many of the brick-and-mortar chains (think J.C. Penney Neiman Marcus and others) that have filed for bankruptcy or closed tons of locations will never again have a robust physical presence', 'Many of the brick-and-mortar chains (think J.C. Penney Neiman Marcus and others) that have filed for bankruptcy or closed tons of locations will never again have a robust physical presence']",['JC Penney Neiman Marcus'],[],73,,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,1,VMWare,40,80.44458141,"['The VMware layoffs come just weeks after Dell Technologies which holds a majority stake in VMware confirmed that it was also laying off an unspecified number of employees', 'On July 30 Dell Technologies which owns an 81 percent majority stake in VMware also confirmed it is laying off an unspecified number of employees', 'While details around the number of people business units or geographies affected are absent VMware confirmed Wednesday it was laying off some employees this month']","['Dell Technologies', 'VMware']",['Dell Technologies'],74,Dell Technologies,fb1e0239-94df-a94c-56d9-28956a629ed9
Bankruptcy,195,Ascena Retail Group,50,70.30732854,['Even Justice secured a buyer after former parent Ascena Retail Group  collapsed into bankruptcy underscoring the brand’s value to (and opportunities in) the market for pre-teen fashion'],"['Justice', 'Ascena Retail Group']",['Justice'],75,Justice,d6232010-dad0-e9dc-2262-b38d7a29d811
Bankruptcy,97,Neiman Marcus,50,73.32458392,['The mall has no foot traffic and its anchor tenant Neiman Marcus  filed for bankruptcy and has shuttered'],['Neiman Marcus'],[],76,,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,201,AT And T,80,78.70647553,"['On June 16 AT&T said it would cut  more than 3,400 jobs and shutter more than 250 retail stores as a direct result of the pandemic-induced recession']",['ATT'],[],77,,5da6106f-0d27-0d37-e9d7-dcfeccc1f709
Layoff,30,IBM,40,74.50571223,"[' IBM plans to cut  2,300 jobs in Germany']",['IBM'],[],78,,fc5fbe7a-562d-d577-b05e-46797caa134c
Layoff,1452,"Uber Technologies, Inc.",40,81.80918267,['When Uber  let go of  thousands of workers as part of pandemic-related layoffs earlier this year it led to a decline in overall Black representation within its workforce the company said in its annual diversity report on Friday'],['Uber'],['Uber'],79,Uber,5e2a0e51-feb9-405b-ae77-e214b18b19b4
Bankruptcy,97,Neiman Marcus,50,70.58134005,['Another market factor that fortuitously affected the business model was concurrently Neiman Marcus’  filing for bankruptcy and closing their Last Call arm'],"['Last Call', 'Neiman Marcus’']",['Last Call'],80,Last Call,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,219,Bank of America,80,53.57935827,"["" Bank of America Corp plans to cut  3,500 jobs in the next few weeks as CEO Brian Moynihan tries to come to grips with the bank's $1 trillion pile of problem home mortgages""]",['Bank of America Corp'],[],81,,d36a328a-2e89-50da-4697-07dd2b1bfa5d
Layoff,1161,PWC TRUST TAX PREPARATION SERVICES,40,63.4880108,['But despite increasing its partner income PwC  cut  250 staff throughout the year and slashed the pay and hours of about 65% of staff by 4%'],['PwC'],['PwC'],82,PwC,7420fba4-e1f1-4599-b822-d433fe512905
Layoff,1476,CDN-PwC,40,63.4880108,['But despite increasing its partner income PwC  cut  250 staff throughout the year and slashed the pay and hours of about 65% of staff by 4%'],['PwC'],[],83,,2c23e7ad-4441-5320-fdf9-5aa7007fec0b
Layoff,989,UBS,40,59.45502745,[' UBS to close Mexico brokerage and lay off wealth staff Sources'],['UBS'],[],84,,e1a29c26-a6c2-b208-6ee4-165cf83b1656
Layoff,1507,GE HealthCare Financial Services (Transition Services Agreement),53,69.00804815,"['It comes after GE  laid off  20,000 workers last year', 'It comes after GE  laid off  20,000 workers last year', 'It comes after GE  laid off  20,000 workers last year']",['GE'],['GE'],85,GE,9cdcb8c1-cf59-4260-a60e-fe4f2f8cddaf
Layoff,44,Wells Fargo,80,57.28781459,['It’s likely to be a shrinking industry ” — Wells Fargo banking analyst Mike Mayo predicting banks will cut their headcount by 10% over the next decade'],['Wells Fargo'],[],86,,3e683191-c38b-5166-9ae3-8bfc3b975859
Bankruptcy,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),58,85.4377596,"[' Lord & Taylor which filed for bankruptcy on August 2 announced plans to close five more stores bringing the total number of Lord & Taylor stores shutting down to 24', ' Lord & Taylor Is Going Out Of Business Liquidation Sales Start Immediately', ' Lord & Taylor is one of several department stores that have filed for bankruptcy in recent months including J.C. Penney Neiman Marcus and Stein Mart', ' Lord & Taylor is one of several department stores that have filed for bankruptcy in recent months including J.C. Penney Neiman Marcus and Stein Mart', ' Lord & Taylor  sought Chapter 11 bankruptcy protection on Aug. 2 but failed to find a buyer', ' Lord & Taylor  filed for bankruptcy on August 2 joining a string of upscale retailers filing for Chapter 11 in recent months', ' Lord & Taylor  filed for bankruptcy on August 2 joining a string of upscale retailers filing for Chapter 11 in recent months', ""Earlier this month Le Tote -- which acquired Lord & Taylor for $75 million in 2019 -- filed for Chapter 11 bankruptcy and said that it was looking for a buyer that won't liquidate"", ' Lord & Taylor officially going out of business after filing for bankruptcy', ' Lord & Taylor officially going out of business after filing for bankruptcy', ' Lord & Taylor closing for good after company goes unsold following bankruptcy', 'The news comes after online fashion brand Le Tote — which purchased the chain of Lord & Taylor stores in 2019 — filed for bankruptcy in federal court on Aug. 2', 'Signed tenants Barney ’s and Lord & Taylor  filed for bankruptcy and American Dream CEO Don Ghermezian announced that henceforth entertainment-related tenants would account for', ' Lord & Taylor Closing All Stores After Filing For Bankruptcy Back In August', 'The news comes after online fashion brand Le Tote — which purchased the chain of Lord & Taylor stores in 2019 — filed for bankruptcy in federal court on Aug. 2', 'Earlier this month Lord & Taylor  filed for bankruptcy', 'The move comes just weeks after Lord & Taylor  filed for bankruptcy with plans to seek a new buyer and almost exactly one year since clothing rental start-up Le Tote bought the retailer for $100 million', ' Lord & Taylor closing for good after company goes unsold following bankruptcy', ' Lord & Taylor closing for good after company goes unsold following bankruptcy', ""NEW YORK ( AP ) — Lord & Taylor one of the country's oldest department store chains is going out of business after filing for bankruptcy earlier this month"", 'After being purchased by Le Tote from Hudson Bay Co. for $75 million in 2019 Lord & Taylor  filed for bankruptcy in August', ' Lord & Taylor  filed for bankruptcy on Aug. 2 but had said previously that it would keep some stores open', 'NEW YORK ( AP ) — Lord & Taylor one of the country’s oldest department stores is going out of business after filing for bankruptcy earlier this month', ' Lord & Taylor a former purveyor of high-end fashion initially filed for bankruptcy on August 2']","['Barney ’s', 'Stein Mart', 'JC Penney Neiman Marcus', 'Hudson Bay Co', 'Lord Taylor', 'American Dream', 'Le Tote']","['Barney ’s', 'Stein Mart', 'JC Penney Neiman Marcus', 'Hudson Bay Co', 'Lord Taylor', 'American Dream', 'Le Tote']",87,"Barney ’s,Stein Mart,JC Penney Neiman Marcus,Hudson Bay Co,Lord Taylor,American Dream,Le Tote",abebf617-5d62-64f0-481c-803909366a00
