uuid,properties.name,properties.identifier.permalink,properties.identifier.image_id,properties.identifier.uuid,properties.identifier.entity_def_id,properties.identifier.value,properties.primary_job_title,properties.description,properties.primary_organization.permalink,properties.primary_organization.image_id,properties.primary_organization.uuid,properties.primary_organization.entity_def_id,properties.primary_organization.value,properties.gender
1bf4ba57-01ea-e961-e59d-78aedd5dc001,David Tennenhouse,david-tennenhouse,loicpvpcquptydveirgm,1bf4ba57-01ea-e961-e59d-78aedd5dc001,person,David Tennenhouse,Chief Research Officer,"David Tennenhouse is VMware’s Chief Research Officer. He leads the research & innovation activities that are accelerating and extending VMware’s technology leadership. These include: formation of a new VMware research group focused on networks and distributed systems; a portfolio of advanced development and incubation activities that are hosted in the product teams; in-house hackathons; experimental prototypes that are released to customers; joint research projects with VMware’s technology partners, customers and relevant startups; and the VMware academic program of engagements with university researchers.
 
David has a strong track record of driving innovation, both in academia and industry. He joined VMware from Microsoft, where he was a Corporate Vice President and led their Technology Policy group. David was previously a Partner at New Venture Partners, where he focused on the creation of spin-outs from corporate R&D teams. Prior to that, he was Vice President of Platform Strategy at Amazon and CEO of its A9.com subsidiary. Before Amazon/A9, David was Vice President and Director of Research at Intel Corporation where he pioneered an ""open collaborative"" approach to corporate research. This was, in part, based on his earlier work as DARPA's Chief Scientist and Director of its Information Technology Office.
 
At both DARPA and Intel, Dr. Tennenhouse was involved in the strategic planning and execution of programs related to a wide range of technologies, including distributed/cloud computing, networking, computer architecture, wireless communications, machine learning, search/data mining, image processing, robotics, MEMs, healthcare, and nano/bio-technology. As a faculty member at MIT, he led research on high-speed networking, active networks, software radio and telecommunications policy.
 
David holds a B.A.Sc. and M.A.Sc. in Electrical Engineering from the University of Toronto and obtained his Ph.D. at the University of Cambridge. He is a member of the ACM, a Fellow of the IEEE, and a member of the FCC’s Technology Advisory Board.",vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
32e1b468-a9a4-11b4-ec2e-7d727a7ade00,Israel Cidon,israel-cidon,v1408588735/wjoivcdvkstlvlejjydx.jpg,32e1b468-a9a4-11b4-ec2e-7d727a7ade00,person,Israel Cidon,VP Researcher,"Israel Cidon is a Technion EE professor and co-founder of Actona, (AKA Cisco WAAS) Viola (acquired by Fluke Networks) and Micronet (MCRNL:IT). Rock junky and espresso fanatic.",vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
80f70405-4179-4584-b104-b6679781eb7c,Ajay Singh,ajay-singh,pqkrqtjsnenxppwj0ci5,80f70405-4179-4584-b104-b6679781eb7c,person,Ajay Singh,SVP / GM Cloud Management Business Unit,Ajay Singh serves as vice president and general manager of VMware's Cloud Management Business Unit.,vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
e3a16a10-4644-4b30-8cde-f9d79a5ac940,Srinivasan Murari,srinivasan-murari,lz5z7gnwqsu5uydz2vbp,e3a16a10-4644-4b30-8cde-f9d79a5ac940,person,Srinivasan Murari,"VP Engineering, Storage and Availability","Srinivasan Murari serves an SVP of engineering, storage, and availability at VMware.",vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
bcfee93a-bf6b-2c61-030c-c5a7a588be12,Nicola Acutt,nicola-acutt,v1493354364/nkysmfzrv8rfo7gegjvz.png,bcfee93a-bf6b-2c61-030c-c5a7a588be12,person,Nicola Acutt,"Vice President, Sustainability Strategy - Office of the CTO","Nicola Acutt, vice president of sustainability strategy, office of the chief technology officer, at VMware.",vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,female
83e0f072-b52e-4ef0-d987-a4b9340c5c37,Craig McLuckie,craig-mcluckie,ze7qk36hgxd609ch3kil,83e0f072-b52e-4ef0-d987-a4b9340c5c37,person,Craig McLuckie,Vice President,"Craig is the VP of R&D for VMware’s Cloud Native Applicationsbusiness unit. Craig arrived at VMware via the acquisition of Heptio, a company that he co-founded and led as CEO. 

Previously, Craig spenttime in senior positions at Microsoft and Google; at the latter he made significant contributions to Google Compute Engine and Kubernetes. Craig also co-founded the Cloud Native Computing Foundation.",vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
914bc7cb-3d2e-4054-934f-d218aafac1f6,David Percy,david-percy,f9zcqn1icgi7xvfvzwsg,914bc7cb-3d2e-4054-934f-d218aafac1f6,person,David Percy,"VP, Professional Services","David Percy is the Vice President, VMware Professional Services",vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
8cf0f924-0b37-4fc0-8638-65a633d69147,Mark Peek,mark-peek-9147,tyourmdwbpzm0blrqwnb,8cf0f924-0b37-4fc0-8638-65a633d69147,person,Mark Peek,"VP, Principal Engineer","Mark is a Principal Engineer at VMware working across areas of interest such as cloud management, cloud native applications, and open source. Currently he is leading the work on serverless within VMware. Mark contributes to a wide range of open source projects and is the VMware representative for the Cloud Foundry TAB, CNCF and OCI.",vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
df7907dc-0952-412a-b136-2030e4018745,Lionel Cremel,lionel-cremel,,df7907dc-0952-412a-b136-2030e4018745,person,Lionel Cremel,Head of Collaboration Services,Lionel Cremel is the Head of General Procurement Strategy & Operational Performance at Airbus.,vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
4b87e2cf-f65a-444c-9e90-80341a855719,Greg Lavender,greg-lavender,k8mivj92xoeu2fz2b50o,4b87e2cf-f65a-444c-9e90-80341a855719,person,Greg Lavender,SVP & CTO of Cloud Architecture,Greg Lavender serves as senior vice president and CTO of Cloud Architecture at VMware.,vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
47060a4c-35e7-3443-121b-c5614262d779,Ray O'Farrell,ray-ofarrell,v1397184832/7847636be7ddb22aeafd9506f77ac184.png,47060a4c-35e7-3443-121b-c5614262d779,person,Ray O'Farrell,EVP & CTO,"Ray O'Farrell joined VMware in April 2003 and leads engineering efforts companywide, bringing more than 20 years of software development and leadership experience. During his tenure at VMware, O'Farrell led the VMware ESX Storage teams during the early development of the ESX platform and has held a variety of engineering positions, including several months as acting general manager for the VMware vSphere product division.


Prior to VMware, O'Farrell managed teams of up to 1,000+ that developed compilers, development tools and operating systems focused on real-time, embedded and DSP systems at a number of companies including Industrial and scientific Imaging (Ireland), Ashling Microsystems (Ireland), Improv systems (United States) and Microtec/Mentor-Graphics (United States), where he spent 10 years in various roles including principal engineer and senior director of engineering. 

O'Farrell holds a bachelor of engineering in electronics and a masters of engineering in computer science, both from the University of Limerick in Ireland.",vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
48b4d43a-4d26-4fb0-9f82-ed14d01f4edf,John Gilmartin,john-gilmartin-4edf,lyprtwub9az4w7vgmzrh,48b4d43a-4d26-4fb0-9f82-ed14d01f4edf,person,John Gilmartin,"General Manager and Vice President, Integrated Systems","John Gilmartin is the General Manager & Vice President of the Integrated Systems Business Unit at VMware, Inc.
He rejoined VMware in January 2013 as vice president of products, Storage and Availability. Prior to that, Gilmartin served as vice president of Marketing at Coraid. Before joining Coraid, he led the product marketing team for VMware's virtualization platform, VMware vSphere.
Gilmartin holds a B.S.E from Princeton University and an M.B.A. from Harvard Business School.",vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
a5425430-6f31-4f0d-8351-0b938f37467b,Mark Chuang,mark-chuang,idpyngeja0s0z2xn19p8,a5425430-6f31-4f0d-8351-0b938f37467b,person,Mark Chuang,"Vice President, Product Management, Integrated Systems Business Unit","Mark Chuang is the VP, Product Management for VMware’s Integrated Systems Business Unit. His team accelerates the adoption of the software-defined datacenter and hybrid cloud, by defining plans for VMware Cloud Foundation and VMware Validated Designs. He has over 20 years of product experience across enterprise SW, personal computers, consumer electronics, and semiconductor industries. Mark graduated with High Honors from the UC, Berkeley with a BS in EECS and has been awarded 6 US patents.",vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
963f7acf-e127-4ead-b6a8-5b60f248a3b7,Manish Bhaskar,manish-bhaskar,yr0bdnawmznslusnvafx,963f7acf-e127-4ead-b6a8-5b60f248a3b7,person,Manish Bhaskar,Head Of Product Management,,vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
29ee904f-1b76-458c-8026-a0227322c507,Vijay Ramachandran,vijay-ramachandran-c507,yrb9bfndayhkcuxpgoqh,29ee904f-1b76-458c-8026-a0227322c507,person,Vijay Ramachandran,"VP, Product Management",Vijay Ramachandran serves as vice president of product management at VMware.,vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
0562fbb6-178c-4eff-aa0e-2c4f83a9f05f,Arun Goel,arun-goel-f05f,,0562fbb6-178c-4eff-aa0e-2c4f83a9f05f,person,Arun Goel,Head of Engineering and Product Management,,vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
1ef84cc4-1c0e-5fb1-cd45-1939946f74b5,Lily Chang,lily-chang,v1493352362/txxoq2rwzhe0lrzwvudb.png,1ef84cc4-1c0e-5fb1-cd45-1939946f74b5,person,Lily Chang,"VP, XMO & SVM Project Office","Lily Chang is the VP, XMO & SVM Project Office at VMware.",vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,female
9eb524bb-c4aa-4335-9135-681b634aa709,Lakshmi Mandyam,lakshmi-mandyam,x4i25lwwmiercsxtuftu,9eb524bb-c4aa-4335-9135-681b634aa709,person,Lakshmi Mandyam,VP Product Management Edge/IoT,Lakshmi Mandyam serves as vice president of product management at VMware.,vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,female
c25cb20d-89a0-d3cd-6a5e-09065d3ba2b4,Geoff Thompson,geoff-thompson,,c25cb20d-89a0-d3cd-6a5e-09065d3ba2b4,person,Geoff Thompson,Vice President: VMware Cloud Provider Sales,Geoff Thompson is a Senior Director of vCloud Air Network Programs at VMware.,vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
20cbc922-4424-6a83-abc8-66e4fea85af6,Marjorie Young-Krauss,marjorie-young-krauss,,20cbc922-4424-6a83-abc8-66e4fea85af6,person,Marjorie Young-Krauss,"VP, Integrated Marketing",,vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,female
3c89e0f7-b24c-7ea0-7d5e-53db27fba3c6,Mark Lohmeyer,mark-lohmeyer,dhb7l4eyfdaumd8qctvb,3c89e0f7-b24c-7ea0-7d5e-53db27fba3c6,person,Mark Lohmeyer,"SVP/GM, Cloud Platform BU",,vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
b71310c9-8027-4e80-adad-94c987389534,Courtney Burry,courtney-burry,s1zing3rltu6vp2vmuta,b71310c9-8027-4e80-adad-94c987389534,person,Courtney Burry,VP Product Marketing,,vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,female
afb846d8-4c65-1bbb-8767-384b19c69375,Jen McGinn,jen-mcginn,v1463560808/igowokuxyuyujnusq4ri.png,afb846d8-4c65-1bbb-8767-384b19c69375,person,Jen McGinn,Interim Head of VWware Design and User Research,,vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,female
276e29ec-6788-df46-0508-400b2b89c57f,Teri Bruns,teri-bruns,v1444546506/iul99xyfirfefdpqghwv.jpg,276e29ec-6788-df46-0508-400b2b89c57f,person,Teri Bruns,"Vice President, Tanzu Partner Ecosystem",Teri Bruns is a Vice President - Partner Services at VMware.,vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,female
26774b8e-cd7a-472a-8bb5-223209118d57,Bruce Davie,bruce-davie,fj4fg0zawgyoarbrv0zv,26774b8e-cd7a-472a-8bb5-223209118d57,person,Bruce Davie,"VP and CTO, Asia Pacific and Japan","Bruce Davie is a computer scientist noted for his contributions to the field of networking. He leads VMware’s technical community in Asia-Pacific and Japan, overseeing a broad team of system engineers, architects and technologists to drive strategy, technical innovation, and product quality.

Bruce joined VMware during the acquisition of Software Defined Networking (SDN) startup Nicira, where he was Chief Service Provider Architect. Prior to that, he was a Fellow at Cisco Systems, leading a team of architects responsible for Multiprotocol Label Switching (MPLS).

Bruce has over 25 years of networking industry experience and while involved in the Internet Engineering Task Force co-authored 17 RFCs. He was recognized as an ACM Fellow in 2009 and went on to chair ACM SIGCOMM from 2009 to 2013. Continuing his passion for collaboration and mentoring the next generation of talent, Bruce was also a visiting lecturer at the Massachusetts Institute of Technology for five years. He is the holder of more than 40 U.S. Patents.",vmware,qxriqfhypeuyosqwritt,fb1e0239-94df-a94c-56d9-28956a629ed9,organization,VMware,male
